"host_response_time","host_is_superhost","host_listings_count","host_total_listings_count","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month","count_summary","count_description","count_space"
"within a day","f",1,1,"Adams","Ballard",47.6719218,-122.3806568,"House","Entire home/apt",4,2.5,3,2,"Real Bed",100,300,85,1,0,1,0,0,0,240,6,90,10,10,9,9,10,9,"f","moderate","f","f",1,0.34,42,190,105
"within a few hours","f",1,1,"Adams","Ballard",47.66934544,-122.3969735,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",79,0,0,1,0,1,0,0,0,2,4,85,8,8,10,10,10,10,"f","flexible","f","f",1,0.2,32,158,158
"within an hour","f",1,1,"West Woodland","Ballard",47.67082046,-122.3705111,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",99,0,45,2,10,2,9,38,68,340,28,89,10,9,10,10,10,9,"f","moderate","f","f",1,5.79,44,182,182
"within a day","f",1,1,"West Woodland","Ballard",47.6637344,-122.3620801,"Apartment","Private room",1,1,1,1,"Futon",55,0,0,1,0,2,30,60,90,365,20,100,10,10,10,10,9,10,"f","moderate","f","f",1,0.68,24,169,169
"within a few hours","f",1,1,"West Woodland","Ballard",47.6675968,-122.3647017,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",96,0,0,2,20,2,30,60,90,179,57,92,10,9,10,10,9,9,"f","strict","f","f",1,2.56,36,168,173
"within an hour","f",2,2,"West Woodland","Ballard",47.67053238,-122.3653185,"House","Entire home/apt",4,1,1,1,"Real Bed",99,100,30,2,10,1,21,51,81,352,38,94,10,9,10,10,9,9,"f","moderate","f","f",2,2.61,43,181,186
"within an hour","f",1,1,"West Woodland","Ballard",47.66676677,-122.3688235,"House","Entire home/apt",4,1,2,2,"Real Bed",79,0,35,1,0,1,23,43,73,162,71,95,10,10,10,10,10,9,"f","strict","f","f",1,7.2,49,178,184
"within a few hours","f",5,5,"West Woodland","Ballard",47.67235398,-122.3661749,"House","Entire home/apt",2,1,1,1,"Real Bed",115,200,85,2,100,3,0,4,34,174,17,99,10,10,10,10,10,10,"f","strict","f","f",2,0.82,16,154,155
"N/A","f",1,1,"West Woodland","Ballard",47.67433308,-122.375678,"House","Entire home/apt",6,3,3,3,"Real Bed",295,300,131,5,50,2,0,0,0,0,3,93,9,7,9,10,9,8,"f","strict","f","f",1,0.22,28,188,186
"a few days or more","f",2,2,"West Woodland","Ballard",47.66899339,-122.3628603,"House","Entire home/apt",4,1,2,2,"Real Bed",110,100,0,1,0,2,0,3,33,306,12,71,8,6,9,9,9,7,"f","flexible","f","f",1,0.61,46,198,198
"N/A","f",1,1,"West Woodland","Ballard",47.66879475,-122.3616125,"House","Entire home/apt",4,1,2,2,"Real Bed",225,0,45,1,0,1,0,10,10,143,4,95,10,10,9,10,10,10,"t","flexible","f","f",1,0.85,28,28,0
"within an hour","f",4,4,"West Woodland","Ballard",47.67388232,-122.3746263,"House","Private room",2,1.5,1,1,"Real Bed",35,100,7,2,10,1,12,23,51,326,7,97,10,10,10,10,10,10,"f","strict","f","f",1,3.96,43,175,133
"within a day","f",1,1,"West Woodland","Ballard",47.66578734,-122.3619923,"House","Private room",2,1,1,1,"Real Bed",55,0,15,1,10,1,0,0,0,247,23,97,10,10,10,10,9,10,"t","moderate","f","f",1,2.82,39,177,75
"within an hour","f",4,4,"West Woodland","Ballard",47.67228263,-122.3731616,"Townhouse","Private room",2,1.5,1,1,"Real Bed",45,100,8,2,10,1,12,23,51,326,2,90,10,8,10,10,10,9,"f","strict","f","f",1,2,41,173,133
"within a few hours","f",1,1,"West Woodland","Ballard",47.66835401,-122.3611388,"House","Private room",2,1,1,1,"Real Bed",79,0,0,1,0,1,30,60,89,89,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,43,43,0
"within a day","f",1,1,"West Woodland","Ballard",47.66880846,-122.3662618,"House","Entire home/apt",8,1,2,6,"Real Bed",133,350,50,4,15,2,30,60,90,365,39,95,10,10,9,10,10,9,"f","moderate","f","f",1,2.87,35,164,84
"N/A","f",1,1,"West Woodland","Ballard",47.6723724,-122.3628417,"Apartment","Private room",1,2,1,1,"Real Bed",61,0,15,1,0,1,0,0,0,125,4,80,10,8,9,9,9,9,"f","moderate","f","f",1,0.82,49,188,142
"within a few hours","f",2,2,"West Woodland","Ballard",47.66388206,-122.3621749,"House","Entire home/apt",4,2,3,3,"Real Bed",200,200,60,1,0,4,0,0,0,30,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,45,89,33
"within a day","f",1,1,"West Woodland","Ballard",47.67092865,-122.3667818,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",70,250,50,1,0,5,8,8,8,93,8,90,10,9,10,10,10,10,"f","moderate","f","f",1,1.21,43,181,50
"within an hour","f",2,2,"West Woodland","Ballard",47.67261671,-122.3743927,"House","Private room",1,1,1,1,"Pull-out Sofa",52,0,20,1,0,30,0,3,33,308,14,97,10,10,10,10,10,10,"f","moderate","f","f",1,1.25,36,174,176
"N/A","f",1,1,"West Woodland","Ballard",47.67271728,-122.3614171,"Apartment","Private room",2,1,1,1,"Futon",50,0,0,1,15,1,0,0,0,126,1,100,8,8,10,10,10,8,"f","flexible","f","f",1,0.3,49,49,0
"within an hour","f",4,4,"West Woodland","Ballard",47.67274336,-122.3731945,"Townhouse","Entire home/apt",8,2.5,4,4,"Real Bed",275,500,50,8,10,1,0,0,0,232,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",1,0,42,178,21
"within a day","f",2,2,"West Woodland","Ballard",47.66658567,-122.3656518,"House","Entire home/apt",8,2,2,4,"Real Bed",199,150,85,5,10,1,0,0,0,270,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,93,93,0
"within a few hours","f",1,1,"West Woodland","Ballard",47.67171434,-122.3658876,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,0,0,2,0,2,28,45,75,164,125,97,10,10,10,10,10,10,"f","moderate","f","t",1,2.18,34,177,180
"within a few hours","f",9,9,"West Woodland","Ballard",47.66686785,-122.3640313,"House","Entire home/apt",10,2,3,3,"Real Bed",225,300,100,8,40,1,17,42,58,124,121,91,9,9,10,10,9,9,"t","strict","f","f",8,5.15,39,153,155
"within an hour","f",4,4,"West Woodland","Ballard",47.67358404,-122.3738143,"House","Private room",4,1.5,1,2,"Real Bed",80,200,15,4,10,1,12,23,51,326,2,100,10,10,10,10,8,8,"f","strict","f","f",1,1.3,42,178,133
"within an hour","f",1,1,"West Woodland","Ballard",47.66337838,-122.3646915,"House","Entire home/apt",3,1,1,3,"Real Bed",89,0,55,2,10,2,24,49,49,324,28,95,10,10,10,10,10,10,"t","strict","f","f",1,4.29,35,166,125
"within an hour","f",2,2,"West Woodland","Ballard",47.66934139,-122.3662641,"House","Entire home/apt",4,1,1,1,"Real Bed",99,100,30,2,10,2,21,49,75,348,111,92,9,9,10,10,10,9,"f","moderate","f","f",2,4.89,43,164,38
"within a day","f",1,1,"West Woodland","Ballard",47.66884467,-122.3683793,"House","Entire home/apt",6,1,2,3,"Real Bed",180,250,80,4,30,3,9,14,14,60,28,96,10,10,10,10,10,10,"f","moderate","f","f",1,3.4,37,171,132
"within a few hours","f",1,1,"West Woodland","Ballard",47.6650167,-122.3647071,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",150,0,0,1,0,2,2,32,62,337,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,47,47,0
"within a day","f",1,1,"West Woodland","Ballard",47.66893752,-122.3733392,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",70,0,0,1,0,1,21,39,56,56,3,100,10,10,10,10,9,9,"f","flexible","f","f",1,3,41,41,0
"within a day","f",2,2,"West Woodland","Ballard",47.66597002,-122.3686393,"House","Private room",2,1,1,1,"Real Bed",70,0,0,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,26,26,0
"N/A","f",1,1,"West Woodland","Ballard",47.67431327,-122.3679688,"House","Private room",1,1,1,1,"Real Bed",75,100,25,1,0,4,30,60,90,365,9,89,8,9,9,9,9,9,"f","strict","f","f",1,0.47,42,181,111
"within an hour","f",1,1,"West Woodland","Ballard",47.66520903,-122.3624565,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",85,100,0,4,10,2,3,25,48,114,12,97,10,10,10,10,10,10,"f","flexible","f","f",1,5.22,44,164,48
"within an hour","f",1,1,"West Woodland","Ballard",47.66682168,-122.3629367,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",90,0,20,1,0,3,25,55,85,174,3,100,10,10,9,10,10,10,"t","flexible","f","f",1,0.85,39,164,58
"within an hour","f",1,1,"West Woodland","Ballard",47.66365549,-122.3669411,"Camper/RV","Entire home/apt",2,1,0,1,"Pull-out Sofa",75,200,0,1,10,1,27,57,86,361,81,95,10,10,10,10,9,10,"t","moderate","f","f",1,12.15,41,186,60
"a few days or more","f",2,2,"West Woodland","Ballard",47.66688717,-122.3646641,"House","Private room",2,1,1,1,"Real Bed",70,100,0,1,0,2,25,55,85,360,19,85,8,7,9,9,9,8,"f","flexible","f","f",1,0.98,43,183,104
"N/A","f",1,1,"West Woodland","Ballard",47.67357118,-122.3642743,"House","Entire home/apt",8,3.5,4,4,"Real Bed",350,1000,200,1,0,3,0,0,0,131,6,100,10,10,10,10,9,9,"f","moderate","f","f",1,0.95,46,149,0
"within a day","f",4,4,"West Woodland","Ballard",47.66624017,-122.3609177,"House","Entire home/apt",12,2,4,5,"Real Bed",435,500,200,9,20,2,0,0,0,205,12,84,8,9,10,10,9,8,"f","strict","f","f",2,0.28,21,145,149
"within a few hours","f",354,354,"West Woodland","Ballard",47.67091242,-122.3655995,"House","Entire home/apt",6,1.5,3,3,"Real Bed",250,0,185,1,0,2,30,60,90,365,1,100,10,10,10,10,10,10,"f","strict","f","f",8,0.25,45,179,176
"within an hour","f",2,2,"West Woodland","Ballard",47.67098702,-122.3751406,"House","Private room",2,1,1,1,"Real Bed",65,0,20,1,0,14,23,53,83,358,31,95,10,9,10,10,10,10,"f","moderate","f","f",1,3.31,37,179,161
"within an hour","f",2,2,"West Woodland","Ballard",47.67342403,-122.3742328,"Townhouse","Private room",3,1,1,2,"Real Bed",110,0,50,2,25,2,1,4,34,309,7,97,9,10,10,10,10,10,"f","moderate","f","f",1,1.24,49,111,7
"within an hour","f",1,1,"West Woodland","Ballard",47.67155243,-122.3676333,"House","Private room",3,1,1,2,"Real Bed",50,0,10,1,0,1,28,56,86,361,2,100,10,10,10,10,10,10,"f","flexible","f","f",1,2,44,181,44
"within an hour","f",1,1,"West Woodland","Ballard",47.66338811,-122.3613784,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",95,200,20,2,0,1,24,54,84,358,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,39,177,65
"within a few hours","f",1,1,"West Woodland","Ballard",47.66336498,-122.3624685,"House","Entire home/apt",2,1,1,1,"Real Bed",100,0,30,1,0,4,1,1,1,206,62,97,10,10,10,10,10,9,"f","moderate","f","f",1,2.7,39,189,73
"within a day","f",1,1,"West Woodland","Ballard",47.67076135,-122.371095,"House","Private room",2,1,1,2,"Real Bed",89,0,0,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,34,166,16
"within a few hours","f",2,2,"West Woodland","Ballard",47.66365131,-122.3620818,"House","Entire home/apt",4,1,1,2,"Real Bed",150,100,50,2,10,2,3,7,31,300,1,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.86,44,174,23
"within a few hours","f",9,9,"West Woodland","Ballard",47.66525243,-122.3619207,"House","Entire home/apt",8,2,3,3,"Real Bed",275,250,100,8,40,1,10,20,20,21,107,95,10,9,10,10,10,9,"f","strict","f","f",8,5.63,33,152,156
"within an hour","f",1,1,"West Woodland","Ballard",47.66678535,-122.3667514,"Townhouse","Entire home/apt",5,3,2,2,"Real Bed",200,200,50,4,25,2,0,3,33,308,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","moderate","f","f",1,0,33,48,0
"within a day","f",1,1,"East Queen Anne","Queen Anne",47.62812031,-122.3487521,"Apartment","Private room",2,1,1,1,"Real Bed",109,0,0,2,50,2,30,60,89,89,17,96,10,10,10,10,10,9,"f","flexible","f","f",1,1.04,40,189,45
"within an hour","f",1,1,"East Queen Anne","Queen Anne",47.64359973,-122.3446299,"Apartment","Private room",2,1,1,1,"Real Bed",115,100,20,1,0,2,30,60,90,365,13,92,9,9,10,10,9,9,"f","flexible","f","f",1,1.86,33,162,154
"within a day","f",2,2,"East Queen Anne","Queen Anne",47.63899882,-122.3435739,"Apartment","Private room",2,1,1,1,"Real Bed",150,95,0,1,0,1,30,60,90,287,2,100,10,10,10,10,10,10,"f","moderate","f","f",1,0.26,45,184,73
"within a few hours","f",1,1,"East Queen Anne","Queen Anne",47.63950083,-122.3433039,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,0,0,1,0,1,30,60,90,365,1,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","moderate","f","f",1,1,43,43,0
"within an hour","f",2,2,"East Queen Anne","Queen Anne",47.64017717,-122.3465226,"Apartment","Shared room",2,1,1,1,"Pull-out Sofa",39,0,0,1,0,1,30,60,90,365,2,100,10,10,10,10,9,10,"f","flexible","f","f",2,2,31,31,0
"within an hour","f",1,1,"East Queen Anne","Queen Anne",47.64290503,-122.346705,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",69,150,55,3,30,2,14,32,58,311,28,90,10,9,9,10,9,9,"t","strict","f","f",1,5.92,38,171,181
"within an hour","f",6,6,"East Queen Anne","Queen Anne",47.64075557,-122.3428766,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",145,350,60,4,10,2,0,0,23,112,17,91,10,9,10,10,9,9,"f","strict","f","f",5,3.15,50,195,191
"within a few hours","f",1,1,"East Queen Anne","Queen Anne",47.64269717,-122.3436911,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",130,150,25,1,0,2,0,0,0,2,5,100,10,10,10,10,10,9,"f","strict","f","f",1,0.32,49,124,18
"within an hour","f",1,1,"East Queen Anne","Queen Anne",47.63892301,-122.3428269,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",85,0,0,0,0,1,20,50,80,201,15,96,10,9,10,10,9,10,"f","moderate","f","f",1,5,38,94,15
"within an hour","f",3,3,"East Queen Anne","Queen Anne",47.64291211,-122.3446833,"Boat","Entire home/apt",1,1,1,1,"Real Bed",85,0,15,1,0,2,30,60,89,89,1,90,9.63639240506329,10,10,10,8,10,"f","moderate","t","t",2,0.03,0,132,132
"within an hour","f",6,6,"East Queen Anne","Queen Anne",47.63934586,-122.3431324,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",73,350,60,1,0,2,18,48,77,77,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",5,0,40,130,19
"within a few hours","f",1,1,"East Queen Anne","Queen Anne",47.63507293,-122.3545941,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",150,150,25,4,50,1,0,0,20,20,5,88,10,9,9,10,10,10,"f","moderate","f","f",1,0.31,39,164,172
"within an hour","f",1,1,"East Queen Anne","Queen Anne",47.62857355,-122.3559092,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",85,0,0,1,0,3,23,53,83,111,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",1,0,27,35,0
"within a few hours","f",1,1,"East Queen Anne","Queen Anne",47.63793826,-122.3507256,"House","Entire home/apt",6,2,3,3,"Real Bed",190,500,100,1,0,1,1,3,3,128,3,93,9,9,10,9,10,10,"f","strict","f","f",1,0.6,44,177,0
"within a few hours","f",9,9,"East Queen Anne","Queen Anne",47.630214,-122.3476151,"House","Entire home/apt",10,2,2,5,"Real Bed",349,0,100,1,0,1,19,42,64,152,34,92,9,9,10,10,10,9,"t","strict","f","f",8,7.18,30,182,66
"within an hour","f",2,2,"East Queen Anne","Queen Anne",47.62954816,-122.3465966,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",105,750,100,1,0,21,1,1,1,131,1,100,10,10,10,10,10,10,"f","strict","f","f",2,0.54,28,111,12
"N/A","f",1,1,"East Queen Anne","Queen Anne",47.63444164,-122.3437841,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,200,40,1,10,2,17,47,77,352,15,98,10,9,10,10,9,9,"f","moderate","f","f",1,0.61,39,150,25
"N/A","f",1,1,"East Queen Anne","Queen Anne",47.63211913,-122.3468193,"Condominium","Entire home/apt",4,2,2,1,"Real Bed",275,5000,75,3,75,4,0,0,0,139,1,100,10,10,10,10,10,10,"f","moderate","f","f",1,0.21,46,46,0
"within an hour","f",5,5,"East Queen Anne","Queen Anne",47.63043465,-122.3501712,"Apartment","Entire home/apt",4,1,2,3,"Real Bed",165,0,75,1,0,2,0,4,33,294,7,97,10,10,10,10,10,10,"t","moderate","f","f",1,1.98,44,177,99
"within an hour","f",2,2,"East Queen Anne","Queen Anne",47.63840684,-122.344077,"House","Entire home/apt",5,2,3,3,"Real Bed",196,300,65,5,25,2,5,20,44,47,1,100,10,10,10,10,10,10,"f","flexible","f","f",1,1,43,183,184
"N/A","f",1,1,"East Queen Anne","Queen Anne",47.62900387,-122.3438233,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",195,100,35,1,0,2,30,60,90,365,28,82,9,8,9,9,9,8,"f","strict","f","f",1,1.41,50,77,0
"within a day","f",2,2,"East Queen Anne","Queen Anne",47.63935867,-122.3440287,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",200,95,0,2,10,2,30,60,89,89,7,89,9,9,9,9,9,9,"f","moderate","f","f",1,0.73,48,183,73
"within an hour","f",1,1,"East Queen Anne","Queen Anne",47.63815778,-122.3441574,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",100,0,0,1,0,1,27,57,87,362,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,41,41,0
"within a day","f",1,1,"East Queen Anne","Queen Anne",47.63987162,-122.3418345,"Apartment","Private room",2,1,1,1,"Real Bed",125,0,30,1,25,2,0,12,42,317,16,92,10,9,9,10,10,9,"t","moderate","f","f",1,0.92,40,179,8
"within a day","f",36,36,"East Queen Anne","Queen Anne",47.63214523,-122.3506487,"House","Entire home/apt",8,1.5,3,5,"Real Bed",250,0,264,1,0,3,19,19,26,301,4,90,9,10,10,10,10,9,"f","strict","t","t",31,0.5,15,171,170
"within a few hours","f",1,1,"East Queen Anne","Queen Anne",47.62994743,-122.351388,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",209,200,90,2,25,3,30,60,90,365,1,100,10,10,10,10,10,8,"f","moderate","f","f",1,0.1,41,164,61
"within an hour","f",6,6,"East Queen Anne","Queen Anne",47.64154276,-122.3446612,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",90,350,60,0,0,2,25,55,84,84,50,96,10,10,10,10,9,10,"t","strict","f","f",5,5.91,64,162,48
"within a day","f",1,1,"East Queen Anne","Queen Anne",47.63812903,-122.352374,"House","Private room",2,1,1,1,"Real Bed",90,0,0,1,0,2,27,57,87,362,55,97,10,9,10,10,10,10,"f","flexible","f","f",1,2.29,48,194,49
"within a few hours","f",2,2,"East Queen Anne","Queen Anne",47.63279988,-122.3465579,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",130,0,0,2,0,1,13,43,73,348,1,100,10,10,10,10,10,10,"f","flexible","f","f",2,0.59,42,61,0
"N/A","f",1,1,"East Queen Anne","Queen Anne",47.63082669,-122.3562298,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,0,0,1,0,2,0,0,0,196,1,100,10,10,10,10,10,10,"t","flexible","f","f",1,0.2,40,40,0
"within a few hours","f",1,1,"East Queen Anne","Queen Anne",47.62846484,-122.3465481,"Condominium","Entire home/apt",4,2,2,2,"Real Bed",115,0,35,1,0,1,3,3,3,3,2,100,9.63639240506329,10,9.78670886075949,10,9.60891558646854,9.45224541429475,"f","strict","f","f",1,1.71,40,122,32
"within a few hours","f",1,1,"East Queen Anne","Queen Anne",47.6293877,-122.3459247,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",109,0,0,1,0,1,0,0,0,216,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,49,49,0
"within an hour","f",1,1,"East Queen Anne","Queen Anne",47.63685503,-122.3568735,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",80,0,0,1,0,1,0,0,0,43,1,100,10,10,10,10,10,10,"f","moderate","f","f",1,1,44,183,117
"within an hour","f",1,1,"East Queen Anne","Queen Anne",47.63321404,-122.3549398,"House","Private room",2,1,1,1,"Real Bed",80,0,10,2,20,1,27,57,85,162,13,100,10,10,10,10,10,10,"f","strict","f","f",1,3.82,43,184,40
"within a day","f",1,1,"East Queen Anne","Queen Anne",47.6294311,-122.3452937,"Condominium","Private room",1,1,1,1,"Real Bed",75,0,0,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,34,42,0
"within an hour","f",1,1,"East Queen Anne","Queen Anne",47.63770585,-122.3439878,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",68,100,100,2,10,20,30,30,32,307,4,95,10,9,10,10,10,9,"f","moderate","f","f",1,0.63,39,170,94
"within an hour","f",5,5,"East Queen Anne","Queen Anne",47.62917175,-122.3474787,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",85,150,60,2,15,2,1,5,35,309,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"t","strict","f","f",5,0,41,183,188
"N/A","f",1,1,"East Queen Anne","Queen Anne",47.64034606,-122.3420882,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,800,100,2,50,2,23,45,55,270,53,93,9,9,10,10,10,9,"f","moderate","f","f",1,0.98,39,163,172
"within a few hours","f",9,9,"East Queen Anne","Queen Anne",47.62905147,-122.3509893,"House","Entire home/apt",7,4,3,3,"Real Bed",600,1500,175,1,0,3,30,60,90,365,8,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.53,12,156,107
"within a few hours","f",2,2,"East Queen Anne","Queen Anne",47.62983437,-122.3468722,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",235,0,45,2,15,1,29,59,85,360,2,100,10,10,9,10,10,9,"f","moderate","f","f",2,0.71,43,181,180
"within an hour","f",2,2,"East Queen Anne","Queen Anne",47.64051553,-122.344504,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",75,0,20,3,10,1,10,22,22,82,7,100,10,10,10,10,10,10,"f","flexible","f","f",2,2.66,31,107,6
"within a few hours","f",2,2,"East Queen Anne","Queen Anne",47.63000397,-122.3451203,"Apartment","Private room",2,1,1,1,"Real Bed",95,0,25,1,0,1,30,60,90,365,1,80,10,10,10,10,8,6,"f","moderate","f","f",2,0.34,28,182,184
"within an hour","f",6,6,"East Queen Anne","Queen Anne",47.64103958,-122.3444038,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",103,350,60,4,10,2,25,55,85,85,49,95,10,10,10,10,9,9,"f","strict","f","f",5,5.81,60,163,31
"within an hour","f",1,1,"East Queen Anne","Queen Anne",47.63111242,-122.3439642,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,350,60,2,25,3,3,33,63,93,59,98,10,10,10,10,9,10,"f","strict","f","f",1,3.45,41,182,79
"within an hour","f",1,1,"East Queen Anne","Queen Anne",47.64046804,-122.3557637,"House","Entire home/apt",2,1,1,1,"Real Bed",95,200,50,1,0,1,3,3,3,124,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,37,156,153
"within a few hours","f",1,1,"East Queen Anne","Queen Anne",47.63953892,-122.3448475,"Apartment","Entire home/apt",5,2.5,2,2,"Real Bed",143,0,100,0,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,40,40,0
